x =  0.206636 	dxcalc =  0.0007473916 	f(x) =  -12.473	dist =  2.006407
x =  0.2073834 	dxcalc =  0.0007267077 	f(x) =  -14.49816	dist =  2.025157
x =  0.2081101 	dxcalc =  0.0006942775 	f(x) =  -16.54136	dist =  2.043203
x =  0.2088044 	dxcalc =  0.0006529434 	f(x) =  -18.60095	dist =  2.059584
x =  0.2094574 	dxcalc =  0.0006059893 	f(x) =  -20.67453	dist =  2.07358
x =  0.2100633 	dxcalc =  0.000556551 	f(x) =  -22.75933	dist =  2.084803
x =  0.2106199 	dxcalc =  0.0005072126 	f(x) =  -24.85253	dist =  2.093199
x =  0.2111271 	dxcalc =  0.0004598404 	f(x) =  -26.9515	dist =  2.098975
x =  0.211587 	dxcalc =  0.0004156051 	f(x) =  -29.05399	dist =  2.102491
x =  0.2120026 	dxcalc =  0.000375108 	f(x) =  -31.15816	dist =  2.104167
x =  0.2123777 	dxcalc =  0.0003385386 	f(x) =  -33.26257	dist =  2.104412
x =  0.2127162 	dxcalc =  0.0003058174 	f(x) =  -35.36617	dist =  2.103593
x =  0.213022 	dxcalc =  0.0002767081 	f(x) =  -37.46817	dist =  2.102009
x =  0.2132987 	dxcalc =  0.0002508967 	f(x) =  -39.56807	dist =  2.0999
x =  0.2135496 	dxcalc =  0.0002280424 	f(x) =  -41.66553	dist =  2.09745
x =  0.2137777 	dxcalc =  0.0002078085 	f(x) =  -43.76032	dist =  2.094796
x =  0.2139855 	dxcalc =  0.0001898793 	f(x) =  -45.85236	dist =  2.092036
x =  0.2141754 	dxcalc =  0.0001739682 	f(x) =  -47.9416	dist =  2.089244
x =  0.2143493 	dxcalc =  0.0001598199 	f(x) =  -50.02807	dist =  2.086469
x =  0.2145091 	dxcalc =  0.0001472102 	f(x) =  -52.11181	dist =  2.083746
x =  0.2146564 	dxcalc =  0.0001359437 	f(x) =  -54.19291	dist =  2.081098
x =  0.2147923 	dxcalc =  0.000125851 	f(x) =  -56.27145	dist =  2.078539
x =  0.2149181 	dxcalc =  0.0001167858 	f(x) =  -58.34753	dist =  2.076078
x =  0.2150349 	dxcalc =  0.0001086216 	f(x) =  -60.42125	dist =  2.073719
x =  0.2151436 	dxcalc =  0.0001012494 	f(x) =  -62.49271	dist =  2.071463
x =  0.2152448 	dxcalc =  9.457493e-05 	f(x) =  -64.56202	dist =  2.069309
x =  0.2153394 	dxcalc =  8.85168e-05 	f(x) =  -66.62927	dist =  2.067255
x =  0.2154279 	dxcalc =  8.300441e-05 	f(x) =  -68.69457	dist =  2.065297
x =  0.2155109 	dxcalc =  7.797655e-05 	f(x) =  -70.758	dist =  2.063431
x =  0.2155889 	dxcalc =  7.337994e-05 	f(x) =  -72.81966	dist =  2.061654
x =  0.2156623 	dxcalc =  6.916817e-05 	f(x) =  -74.87962	dist =  2.05996
x =  0.2157314 	dxcalc =  6.530066e-05 	f(x) =  -76.93796	dist =  2.058346
x =  0.2157967 	dxcalc =  6.174187e-05 	f(x) =  -78.99477	dist =  2.056807
x =  0.2158585 	dxcalc =  5.846061e-05 	f(x) =  -81.05011	dist =  2.055339
x =  0.2159169 	dxcalc =  5.542939e-05 	f(x) =  -83.10405	dist =  2.053938
x =  0.2159724 	dxcalc =  5.262399e-05 	f(x) =  -85.15665	dist =  2.0526
x =  0.216025 	dxcalc =  5.002294e-05 	f(x) =  -87.20797	dist =  2.051322
x =  0.216075 	dxcalc =  4.760725e-05 	f(x) =  -89.25807	dist =  2.0501
x =  0.2161226 	dxcalc =  4.536e-05 	f(x) =  -91.307	dist =  2.04893
x =  0.216168 	dxcalc =  4.326615e-05 	f(x) =  -93.35481	dist =  2.047811
x =  0.2162112 	dxcalc =  4.131226e-05 	f(x) =  -95.40155	dist =  2.046738
x =  0.2162526 	dxcalc =  3.94863e-05 	f(x) =  -97.44726	dist =  2.04571
x =  0.216292 	dxcalc =  3.777749e-05 	f(x) =  -99.49198	dist =  2.044724
x =  0.2194276 	dxcalc =  2.484762e-05 	f(x) =  99.4525	f'(x) =  -80490.61
x =  0.2194524 	dxcalc =  2.572588e-05 	f(x) =  97.48694	dist =  1.965561
x =  0.2194781 	dxcalc =  2.665067e-05 	f(x) =  95.52195	dist =  1.964989
x =  0.2195048 	dxcalc =  2.762527e-05 	f(x) =  93.55755	dist =  1.9644
x =  0.2195324 	dxcalc =  2.865326e-05 	f(x) =  91.59376	dist =  1.963791
x =  0.2195611 	dxcalc =  2.973854e-05 	f(x) =  89.63059	dist =  1.963162
x =  0.2195908 	dxcalc =  3.088535e-05 	f(x) =  87.66808	dist =  1.962513
x =  0.2196217 	dxcalc =  3.209833e-05 	f(x) =  85.70624	dist =  1.961841
x =  0.2196538 	dxcalc =  3.338258e-05 	f(x) =  83.74509	dist =  1.961146
x =  0.2196872 	dxcalc =  3.474364e-05 	f(x) =  81.78466	dist =  1.960428
x =  0.2197219 	dxcalc =  3.618764e-05 	f(x) =  79.82498	dist =  1.959684
x =  0.2197581 	dxcalc =  3.772128e-05 	f(x) =  77.86607	dist =  1.958914
x =  0.2197958 	dxcalc =  3.935195e-05 	f(x) =  75.90795	dist =  1.958116
x =  0.2198352 	dxcalc =  4.108779e-05 	f(x) =  73.95066	dist =  1.957288
x =  0.2198763 	dxcalc =  4.293779e-05 	f(x) =  71.99423	dist =  1.956431
x =  0.2199192 	dxcalc =  4.491189e-05 	f(x) =  70.03869	dist =  1.955541
x =  0.2199641 	dxcalc =  4.702111e-05 	f(x) =  68.08407	dist =  1.954617
x =  0.2200111 	dxcalc =  4.927767e-05 	f(x) =  66.13042	dist =  1.953658
x =  0.2200604 	dxcalc =  5.169516e-05 	f(x) =  64.17775	dist =  1.952662
x =  0.2201121 	dxcalc =  5.428872e-05 	f(x) =  62.22613	dist =  1.951627
x =  0.2201664 	dxcalc =  5.707524e-05 	f(x) =  60.27558	dist =  1.950551
x =  0.2202235 	dxcalc =  6.007358e-05 	f(x) =  58.32614	dist =  1.949432
x =  0.2202836 	dxcalc =  6.330489e-05 	f(x) =  56.37788	dist =  1.948268
x =  0.2203469 	dxcalc =  6.679288e-05 	f(x) =  54.43082	dist =  1.947056
x =  0.2204136 	dxcalc =  7.056422e-05 	f(x) =  52.48502	dist =  1.945796
x =  0.2204842 	dxcalc =  7.464894e-05 	f(x) =  50.54054	dist =  1.944484
x =  0.2205589 	dxcalc =  7.908092e-05 	f(x) =  48.59742	dist =  1.943117
x =  0.2206379 	dxcalc =  8.389845e-05 	f(x) =  46.65573	dist =  1.941696
x =  0.2207218 	dxcalc =  8.914489e-05 	f(x) =  44.71551	dist =  1.940216
x =  0.220811 	dxcalc =  9.486943e-05 	f(x) =  42.77684	dist =  1.938676
x =  0.2209059 	dxcalc =  0.0001011279 	f(x) =  40.83976	dist =  1.937075
x =  0.221007 	dxcalc =  0.0001079839 	f(x) =  38.90435	dist =  1.935412
x =  0.221115 	dxcalc =  0.0001155098 	f(x) =  36.97067	dist =  1.933685
x =  0.2212305 	dxcalc =  0.0001237879 	f(x) =  35.03877	dist =  1.931896
x =  0.2213543 	dxcalc =  0.0001329122 	f(x) =  33.10872	dist =  1.930046
x =  0.2214872 	dxcalc =  0.0001429899 	f(x) =  31.18059	dist =  1.928138
x =  0.2216302 	dxcalc =  0.0001541426 	f(x) =  29.25441	dist =  1.926176
x =  0.2217843 	dxcalc =  0.000166509 	f(x) =  27.33024	dist =  1.924169
x =  0.2219508 	dxcalc =  0.0001802455 	f(x) =  25.40811	dist =  1.922128
x =  0.2221311 	dxcalc =  0.0001955285 	f(x) =  23.48804	dist =  1.92007
x =  0.2223266 	dxcalc =  0.0002125552 	f(x) =  21.57003	dist =  1.918016
x =  0.2225391 	dxcalc =  0.0002315428 	f(x) =  19.65403	dist =  1.915996
x =  0.2227707 	dxcalc =  0.0002527273 	f(x) =  17.73998	dist =  1.914052
x =  0.2230234 	dxcalc =  0.0002763579 	f(x) =  15.82774	dist =  1.912237
x =  0.2232998 	dxcalc =  0.0003026878 	f(x) =  13.91712	dist =  1.910622
x =  0.2236025 	dxcalc =  0.0003319573 	f(x) =  12.00782	dist =  1.909299
x =  0.2239344 	dxcalc =  0.0003643668 	f(x) =  10.09943	dist =  1.908388
x =  0.2242988 	dxcalc =  0.0004000362 	f(x) =  8.191394	dist =  1.908039
x =  0.2246988 	dxcalc =  0.0004389461 	f(x) =  6.282954	dist =  1.90844
x =  0.2251378 	dxcalc =  0.0004808567 	f(x) =  4.373133	dist =  1.909821
x =  0.2256186 	dxcalc =  0.000525207 	f(x) =  2.46068	dist =  1.912453
x =  0.2261438 	dxcalc =  0.0005709987 	f(x) =  0.5440347	dist =  1.916646
x =  0.2267148 	dxcalc =  0.0006166893 	f(x) =  -1.378692	dist =  1.922727
x =  0.2273315 	dxcalc =  0.0006601324 	f(x) =  -3.309705	dist =  1.931013
x =  0.2279917 	dxcalc =  0.0006986238 	f(x) =  -5.251457	dist =  1.941752
x =  0.2286903 	dxcalc =  0.0007291186 	f(x) =  -7.206509	dist =  1.955053
x =  0.2294194 	dxcalc =  0.0007486492 	f(x) =  -9.177306	dist =  1.970797
x =  0.230168 	dxcalc =  0.0007548964 	f(x) =  -11.16587	dist =  1.988569
x =  0.2309229 	dxcalc =  0.000746761 	f(x) =  -13.17351	dist =  2.007633
x =  0.2316697 	dxcalc =  0.0007247105 	f(x) =  -15.2005	dist =  2.026994
x =  0.2323944 	dxcalc =  0.0006907304 	f(x) =  -17.24605	dist =  2.045546
x =  0.2330851 	dxcalc =  0.0006478764 	f(x) =  -19.30832	dist =  2.062274
x =  0.233733 	dxcalc =  0.0005996101 	f(x) =  -21.38476	dist =  2.076436
x =  0.2343326 	dxcalc =  0.0005491742 	f(x) =  -23.47242	dist =  2.087659
x =  0.2348818 	dxcalc =  0.0004991845 	f(x) =  -25.56834	dist =  2.095925
x =  0.235381 	dxcalc =  0.0004514824 	f(x) =  -27.66983	dist =  2.101484
x =  0.2358325 	dxcalc =  0.0004071827 	f(x) =  -29.77456	dist =  2.104738
x =  0.2362397 	dxcalc =  0.0003668216 	f(x) =  -31.8807	dist =  2.106139
x =  0.2366065 	dxcalc =  0.0003305269 	f(x) =  -33.98682	dist =  2.10612
x =  0.236937 	dxcalc =  0.0002981683 	f(x) =  -36.09188	dist =  2.105056
x =  0.2372352 	dxcalc =  0.0002694702 	f(x) =  -38.19514	dist =  2.103255
x =  0.2375046 	dxcalc =  0.0002440904 	f(x) =  -40.29609	dist =  2.100958
x =  0.2377487 	dxcalc =  0.0002216687 	f(x) =  -42.39444	dist =  2.098345
x =  0.2379704 	dxcalc =  0.0002018559 	f(x) =  -44.48999	dist =  2.095553
x =  0.2381723 	dxcalc =  0.0001843287 	f(x) =  -46.58267	dist =  2.092677
x =  0.2383566 	dxcalc =  0.000168796 	f(x) =  -48.67245	dist =  2.089786
x =  0.2385254 	dxcalc =  0.0001550008 	f(x) =  -50.75938	dist =  2.086928
x =  0.2386804 	dxcalc =  0.0001427185 	f(x) =  -52.84352	dist =  2.084136
x =  0.2388231 	dxcalc =  0.0001317543 	f(x) =  -54.92495	dist =  2.081429
x =  0.2389549 	dxcalc =  0.00012194 	f(x) =  -57.00377	dist =  2.078821
x =  0.2390768 	dxcalc =  0.0001131307 	f(x) =  -59.08009	dist =  2.076318
x =  0.2391899 	dxcalc =  0.0001052015 	f(x) =  -61.15401	dist =  2.073924
x =  0.2392951 	dxcalc =  9.804511e-05 	f(x) =  -63.22565	dist =  2.071638
x =  0.2393932 	dxcalc =  9.15689e-05 	f(x) =  -65.29511	dist =  2.069458
x =  0.2394847 	dxcalc =  8.569294e-05 	f(x) =  -67.36249	dist =  2.067382
x =  0.2395704 	dxcalc =  8.034811e-05 	f(x) =  -69.42789	dist =  2.065405
x =  0.2396508 	dxcalc =  7.547451e-05 	f(x) =  -71.49142	dist =  2.063523
x =  0.2397263 	dxcalc =  7.102008e-05 	f(x) =  -73.55315	dist =  2.061732
x =  0.2397973 	dxcalc =  6.69395e-05 	f(x) =  -75.61317	dist =  2.060027
x =  0.2398642 	dxcalc =  6.319322e-05 	f(x) =  -77.67158	dist =  2.058402
x =  0.2399274 	dxcalc =  5.974659e-05 	f(x) =  -79.72843	dist =  2.056854
x =  0.2399872 	dxcalc =  5.656923e-05 	f(x) =  -81.78381	dist =  2.055379
x =  0.2400437 	dxcalc =  5.363441e-05 	f(x) =  -83.83778	dist =  2.053971
x =  0.2400974 	dxcalc =  5.091854e-05 	f(x) =  -85.89041	dist =  2.052627
x =  0.2401483 	dxcalc =  4.840079e-05 	f(x) =  -87.94175	dist =  2.051344
x =  0.2401967 	dxcalc =  4.606266e-05 	f(x) =  -89.99187	dist =  2.050117
x =  0.2402427 	dxcalc =  4.388777e-05 	f(x) =  -92.04081	dist =  2.048944
x =  0.2402866 	dxcalc =  4.186147e-05 	f(x) =  -94.08863	dist =  2.047821
x =  0.2403285 	dxcalc =  3.997075e-05 	f(x) =  -96.13538	dist =  2.046746
x =  0.2403685 	dxcalc =  3.820392e-05 	f(x) =  -98.18109	dist =  2.045715
x =  0.243463 	dxcalc =  2.477123e-05 	f(x) =  97.34316	f'(x) =  -80738.81
x =  0.2434877 	dxcalc =  2.565939e-05 	f(x) =  95.37808	dist =  1.965078
x =  0.2435134 	dxcalc =  2.659529e-05 	f(x) =  93.41359	dist =  1.964491
x =  0.24354 	dxcalc =  2.758234e-05 	f(x) =  91.44971	dist =  1.963884
x =  0.2435676 	dxcalc =  2.862429e-05 	f(x) =  89.48645	dist =  1.963257
x =  0.2435962 	dxcalc =  2.972519e-05 	f(x) =  87.52384	dist =  1.96261
x =  0.2436259 	dxcalc =  3.088948e-05 	f(x) =  85.5619	dist =  1.961941
x =  0.2436568 	dxcalc =  3.212203e-05 	f(x) =  83.60065	dist =  1.961248
x =  0.2436889 	dxcalc =  3.342816e-05 	f(x) =  81.64012	dist =  1.960532
x =  0.2437224 	dxcalc =  3.481371e-05 	f(x) =  79.68033	dist =  1.95979
x =  0.2437572 	dxcalc =  3.62851e-05 	f(x) =  77.72131	dist =  1.959023
x =  0.2437935 	dxcalc =  3.784939e-05 	f(x) =  75.76308	dist =  1.958227
x =  0.2438313 	dxcalc =  3.951438e-05 	f(x) =  73.80568	dist =  1.957402
x =  0.2438708 	dxcalc =  4.128867e-05 	f(x) =  71.84913	dist =  1.956547
x =  0.2439121 	dxcalc =  4.318175e-05 	f(x) =  69.89347	dist =  1.955659
x =  0.2439553 	dxcalc =  4.520417e-05 	f(x) =  67.93873	dist =  1.954738
x =  0.2440005 	dxcalc =  4.736763e-05 	f(x) =  65.98495	dist =  1.953781
x =  0.2440479 	dxcalc =  4.968511e-05 	f(x) =  64.03217	dist =  1.952787
x =  0.2440976 	dxcalc =  5.217111e-05 	f(x) =  62.08041	dist =  1.951753
x =  0.2441497 	dxcalc =  5.484178e-05 	f(x) =  60.12973	dist =  1.950679
x =  0.2442046 	dxcalc =  5.771518e-05 	f(x) =  58.18017	dist =  1.949561
x =  0.2442623 	dxcalc =  6.081156e-05 	f(x) =  56.23178	dist =  1.948398
x =  0.2443231 	dxcalc =  6.415362e-05 	f(x) =  54.28459	dist =  1.947187
x =  0.2443873 	dxcalc =  6.776691e-05 	f(x) =  52.33866	dist =  1.945927
x =  0.244455 	dxcalc =  7.168019e-05 	f(x) =  50.39405	dist =  1.944614
x =  0.2445267 	dxcalc =  7.592594e-05 	f(x) =  48.4508	dist =  1.943247
x =  0.2446026 	dxcalc =  8.054091e-05 	f(x) =  46.50898	dist =  1.941822
x =  0.2446832 	dxcalc =  8.55667e-05 	f(x) =  44.56864	dist =  1.940339
x =  0.2447687 	dxcalc =  9.105058e-05 	f(x) =  42.62985	dist =  1.938794
x =  0.2448598 	dxcalc =  9.704624e-05 	f(x) =  40.69266	dist =  1.937186
x =  0.2449568 	dxcalc =  0.0001036149 	f(x) =  38.75715	dist =  1.935514
x =  0.2450605 	dxcalc =  0.0001108261 	f(x) =  36.82337	dist =  1.933776
x =  0.2451713 	dxcalc =  0.0001187597 	f(x) =  34.8914	dist =  1.931972
x =  0.24529 	dxcalc =  0.0001275064 	f(x) =  32.96129	dist =  1.930104
x =  0.2454175 	dxcalc =  0.0001371699 	f(x) =  31.03312	dist =  1.928172
x =  0.2455547 	dxcalc =  0.0001478689 	f(x) =  29.10694	dist =  1.926181
x =  0.2457026 	dxcalc =  0.0001597381 	f(x) =  27.1828	dist =  1.924138
x =  0.2458623 	dxcalc =  0.0001729311 	f(x) =  25.26075	dist =  1.922053
x =  0.2460353 	dxcalc =  0.0001876214 	f(x) =  23.34081	dist =  1.919939
x =  0.2462229 	dxcalc =  0.0002040041 	f(x) =  21.423	dist =  1.917816
x =  0.2464269 	dxcalc =  0.0002222964 	f(x) =  19.50728	dist =  1.915713
x =  0.2466492 	dxcalc =  0.0002427363 	f(x) =  17.59362	dist =  1.913666
x =  0.2468919 	dxcalc =  0.0002655793 	f(x) =  15.68189	dist =  1.911726
x =  0.2471575 	dxcalc =  0.0002910903 	f(x) =  13.77193	dist =  1.909958
x =  0.2474486 	dxcalc =  0.0003195298 	f(x) =  11.86348	dist =  1.908451
x =  0.2477681 	dxcalc =  0.0003511298 	f(x) =  9.956165	dist =  1.907317
x =  0.2481192 	dxcalc =  0.0003860569 	f(x) =  8.049464	dist =  1.906701
x =  0.2485053 	dxcalc =  0.000424357 	f(x) =  6.142677	dist =  1.906787
x =  0.2489297 	dxcalc =  0.0004658777 	f(x) =  4.234877	dist =  1.9078
x =  0.2493955 	dxcalc =  0.0005101672 	f(x) =  2.324862	dist =  1.910015
x =  0.2499057 	dxcalc =  0.0005563525 	f(x) =  0.4111168	dist =  1.913745
x =  0.2504621 	dxcalc =  0.0006030171 	f(x) =  -1.508221	dist =  1.919338
x =  0.2510651 	dxcalc =  0.0006481125 	f(x) =  -3.435361	dist =  1.92714
x =  0.2517132 	dxcalc =  0.0006889644 	f(x) =  -5.372806	dist =  1.937445
x =  0.2524021 	dxcalc =  0.0007224453 	f(x) =  -7.323233	dist =  1.950427
x =  0.2531246 	dxcalc =  0.0007453638 	f(x) =  -9.28927	dist =  1.966037
x =  0.25387 	dxcalc =  0.0007550512 	f(x) =  -11.2732	dist =  1.983926
x =  0.254625 	dxcalc =  0.0007500004 	f(x) =  -13.27659	dist =  2.003395
x =  0.255375 	dxcalc =  0.0007303233 	f(x) =  -15.30003	dist =  2.023435
x =  0.2561053 	dxcalc =  0.0006978023 	f(x) =  -17.3429	dist =  2.042875
x =  0.2568031 	dxcalc =  0.0006554847 	f(x) =  -19.40349	dist =  2.060591
x =  0.2574586 	dxcalc =  0.000606987 	f(x) =  -21.47921	dist =  2.075723
x =  0.2580656 	dxcalc =  0.00055579 	f(x) =  -23.56701	dist =  2.0878
x =  0.2586214 	dxcalc =  0.0005047519 	f(x) =  -25.66376	dist =  2.096748
x =  0.2591261 	dxcalc =  0.0004559098 	f(x) =  -27.76656	dist =  2.102802
x =  0.2595821 	dxcalc =  0.0004105102 	f(x) =  -29.87294	dist =  2.106379
x =  0.2599926 	dxcalc =  0.000369163 	f(x) =  -31.9809	dist =  2.107961
x =  0.2603617 	dxcalc =  0.0003320268 	f(x) =  -34.08892	dist =  2.108016
x =  0.2606938 	dxcalc =  0.0002989749 	f(x) =  -36.19587	dist =  2.106951
x =  0.2609927 	dxcalc =  0.0002697207 	f(x) =  -38.30097	dist =  2.1051
x =  0.2612624 	dxcalc =  0.0002439042 	f(x) =  -40.40369	dist =  2.102721
x =  0.2615064 	dxcalc =  0.000221146 	f(x) =  -42.5037	dist =  2.100011
x =  0.2617275 	dxcalc =  0.0002010787 	f(x) =  -44.60082	dist =  2.097114
x =  0.2619286 	dxcalc =  0.0001833628 	f(x) =  -46.69495	dist =  2.094132
x =  0.2621119 	dxcalc =  0.0001676938 	f(x) =  -48.78608	dist =  2.091138
x =  0.2622796 	dxcalc =  0.0001538034 	f(x) =  -50.87427	dist =  2.088182
x =  0.2624334 	dxcalc =  0.000141458 	f(x) =  -52.95956	dist =  2.085297
x =  0.2625749 	dxcalc =  0.0001304556 	f(x) =  -55.04207	dist =  2.082505
x =  0.2627054 	dxcalc =  0.0001206221 	f(x) =  -57.12189	dist =  2.079818
x =  0.262826 	dxcalc =  0.0001118083 	f(x) =  -59.19913	dist =  2.077242
x =  0.2629378 	dxcalc =  0.0001038858 	f(x) =  -61.27391	dist =  2.074782
x =  0.2630417 	dxcalc =  9.674435e-05 	f(x) =  -63.34635	dist =  2.072435
x =  0.2631384 	dxcalc =  9.028924e-05 	f(x) =  -65.41655	dist =  2.0702
x =  0.2632287 	dxcalc =  8.443886e-05 	f(x) =  -67.48462	dist =  2.068074
x =  0.2633131 	dxcalc =  7.912275e-05 	f(x) =  -69.55067	dist =  2.066051
x =  0.2633923 	dxcalc =  7.427999e-05 	f(x) =  -71.6148	dist =  2.064127
x =  0.2634665 	dxcalc =  6.985775e-05 	f(x) =  -73.67709	dist =  2.062297
x =  0.2635364 	dxcalc =  6.58101e-05 	f(x) =  -75.73765	dist =  2.060557
x =  0.2636022 	dxcalc =  6.209699e-05 	f(x) =  -77.79655	dist =  2.0589
x =  0.2636643 	dxcalc =  5.868345e-05 	f(x) =  -79.85387	dist =  2.057322
x =  0.263723 	dxcalc =  5.553882e-05 	f(x) =  -81.90969	dist =  2.055819
x =  0.2637785 	dxcalc =  5.263616e-05 	f(x) =  -83.96408	dist =  2.054386
x =  0.2638312 	dxcalc =  4.995174e-05 	f(x) =  -86.0171	dist =  2.05302
x =  0.2638811 	dxcalc =  4.746463e-05 	f(x) =  -88.06881	dist =  2.051715
x =  0.2639286 	dxcalc =  4.515626e-05 	f(x) =  -90.11928	dist =  2.050468
x =  0.2639737 	dxcalc =  4.301019e-05 	f(x) =  -92.16856	dist =  2.049277
x =  0.2640167 	dxcalc =  4.101177e-05 	f(x) =  -94.2167	dist =  2.048137
x =  0.2640578 	dxcalc =  3.914794e-05 	f(x) =  -96.26374	dist =  2.047046
x =  0.2640969 	dxcalc =  3.740705e-05 	f(x) =  -98.30974	dist =  2.046
x =  0.2670895 	dxcalc =  2.351666e-05 	f(x) =  98.00819	f'(x) =  -85046.11
x =  0.267113 	dxcalc =  2.435204e-05 	f(x) =  96.0428	dist =  1.965393
x =  0.2671373 	dxcalc =  2.523193e-05 	f(x) =  94.07799	dist =  1.964815
x =  0.2671626 	dxcalc =  2.615951e-05 	f(x) =  92.11377	dist =  1.964218
x =  0.2671887 	dxcalc =  2.71382e-05 	f(x) =  90.15017	dist =  1.963601
x =  0.2672159 	dxcalc =  2.817177e-05 	f(x) =  88.1872	dist =  1.962965
x =  0.267244 	dxcalc =  2.926433e-05 	f(x) =  86.2249	dist =  1.962306
x =  0.2672733 	dxcalc =  3.042034e-05 	f(x) =  84.26327	dist =  1.961625
x =  0.2673037 	dxcalc =  3.164473e-05 	f(x) =  82.30235	dist =  1.960921
x =  0.2673354 	dxcalc =  3.294288e-05 	f(x) =  80.34216	dist =  1.960192
x =  0.2673683 	dxcalc =  3.432069e-05 	f(x) =  78.38272	dist =  1.959437
x =  0.2674026 	dxcalc =  3.578467e-05 	f(x) =  76.42407	dist =  1.958655
x =  0.2674384 	dxcalc =  3.734199e-05 	f(x) =  74.46622	dist =  1.957844
x =  0.2674758 	dxcalc =  3.900054e-05 	f(x) =  72.50922	dist =  1.957003
x =  0.2675148 	dxcalc =  4.076905e-05 	f(x) =  70.55309	dist =  1.956131
x =  0.2675555 	dxcalc =  4.265721e-05 	f(x) =  68.59786	dist =  1.955226
x =  0.2675982 	dxcalc =  4.467573e-05 	f(x) =  66.64358	dist =  1.954285
x =  0.2676429 	dxcalc =  4.683653e-05 	f(x) =  64.69027	dist =  1.953308
x =  0.2676897 	dxcalc =  4.915288e-05 	f(x) =  62.73797	dist =  1.952293
x =  0.2677389 	dxcalc =  5.163957e-05 	f(x) =  60.78674	dist =  1.951237
x =  0.2677905 	dxcalc =  5.431312e-05 	f(x) =  58.8366	dist =  1.950138
x =  0.2678448 	dxcalc =  5.719204e-05 	f(x) =  56.8876	dist =  1.948995
x =  0.267902 	dxcalc =  6.029708e-05 	f(x) =  54.9398	dist =  1.947804
x =  0.2679623 	dxcalc =  6.365158e-05 	f(x) =  52.99324	dist =  1.946564
x =  0.2680259 	dxcalc =  6.72818e-05 	f(x) =  51.04796	dist =  1.945272
x =  0.2680932 	dxcalc =  7.121739e-05 	f(x) =  49.10404	dist =  1.943926
x =  0.2681644 	dxcalc =  7.549185e-05 	f(x) =  47.16151	dist =  1.942523
x =  0.2682399 	dxcalc =  8.014318e-05 	f(x) =  45.22045	dist =  1.941061
x =  0.2683201 	dxcalc =  8.521445e-05 	f(x) =  43.28091	dist =  1.939537
x =  0.2684053 	dxcalc =  9.075469e-05 	f(x) =  41.34296	dist =  1.93795
x =  0.2684961 	dxcalc =  9.681972e-05 	f(x) =  39.40667	dist =  1.936296
x =  0.2685929 	dxcalc =  0.0001034732 	f(x) =  37.47209	dist =  1.934575
x =  0.2686963 	dxcalc =  0.000110788 	f(x) =  35.53931	dist =  1.932785
x =  0.2688071 	dxcalc =  0.0001188471 	f(x) =  33.60838	dist =  1.930927
x =  0.268926 	dxcalc =  0.0001277459 	f(x) =  31.67938	dist =  1.929
x =  0.2690537 	dxcalc =  0.0001375933 	f(x) =  29.75237	dist =  1.927008
x =  0.2691913 	dxcalc =  0.0001485139 	f(x) =  27.82742	dist =  1.924954
x =  0.2693398 	dxcalc =  0.0001606499 	f(x) =  25.90458	dist =  1.922845
x =  0.2695005 	dxcalc =  0.0001741633 	f(x) =  23.98388	dist =  1.920693
x =  0.2696746 	dxcalc =  0.0001892377 	f(x) =  22.06537	dist =  1.918513
x =  0.2698639 	dxcalc =  0.0002060797 	f(x) =  20.14904	dist =  1.916326
x =  0.27007 	dxcalc =  0.0002249191 	f(x) =  18.23488	dist =  1.914162
x =  0.2702949 	dxcalc =  0.0002460081 	f(x) =  16.32282	dist =  1.912063
x =  0.2705409 	dxcalc =  0.0002696163 	f(x) =  14.41273	dist =  1.910084
x =  0.2708105 	dxcalc =  0.0002960218 	f(x) =  12.50444	dist =  1.908298
x =  0.2711065 	dxcalc =  0.0003254946 	f(x) =  10.59763	dist =  1.906802
x =  0.271432 	dxcalc =  0.0003582685 	f(x) =  8.691912	dist =  1.905722
x =  0.2717903 	dxcalc =  0.0003944983 	f(x) =  6.786694	dist =  1.905218
x =  0.2721848 	dxcalc =  0.0004341949 	f(x) =  4.881199	dist =  1.905495
x =  0.272619 	dxcalc =  0.0004771366 	f(x) =  2.974395	dist =  1.906804
x =  0.2730961 	dxcalc =  0.0005227529 	f(x) =  1.064948	dist =  1.909447
x =  0.2736189 	dxcalc =  0.0005699909 	f(x) =  -0.8488225	dist =  1.913771
x =  0.2741889 	dxcalc =  0.0006171873 	f(x) =  -2.768969	dist =  1.920146
x =  0.2748061 	dxcalc =  0.0006619936 	f(x) =  -4.697905	dist =  1.928936
x =  0.275468 	dxcalc =  0.0007014274 	f(x) =  -6.638332	dist =  1.940427
x =  0.2761695 	dxcalc =  0.0007321279 	f(x) =  -8.593074	dist =  1.954742
x =  0.2769016 	dxcalc =  0.0007508548 	f(x) =  -10.56481	dist =  1.971735
x =  0.2776525 	dxcalc =  0.0007551667 	f(x) =  -12.55572	dist =  1.99091
x =  0.2784076 	dxcalc =  0.0007440761 	f(x) =  -14.56711	dist =  2.011393
x =  0.2791517 	dxcalc =  0.0007184035 	f(x) =  -16.59913	dist =  2.032018
x =  0.2798701 	dxcalc =  0.0006806355 	f(x) =  -18.65065	dist =  2.051523
x =  0.2805507 	dxcalc =  0.0006343252 	f(x) =  -20.71945	dist =  2.068796
x =  0.2811851 	dxcalc =  0.0005832949 	f(x) =  -22.80253	dist =  2.083084
